"459277873,2025-09-14T17:23:25Z,1404/06/23 20:53,قرقی بورس,reza3108112751,quote,ماشه رو قطعی بدون\n\nماشه که اصلا در حوزه آژانس نیست"
"459277871,2025-09-14T17:23:20Z,1404/06/23 20:53,ebrahimbahmani,ebrahimbahmani,twit,نمیدونم چرا ملت،خودشون رو در دام نوسان گیر بانک مرکزی میاندازند!اقدام به خرید طلا و دلار می کنند؟"
"459277868,2025-09-14T17:22:16Z,1404/06/23 20:52,Alireza ☆,dalirian1977,twit,#فجهان \n\nفجهان امروز بهترین فرصت برای خرید بود.\nاز همینجا رشد سهم استارت میخوره. و حالا حالاها شاید تا چند سال روندش صعودی خواهد بود 🚀\nسود سرشاری در انتظار سهامداران فجهان هست 👍\nفردا در قیمتهای پایین فرصت ورود...\n✔ یکشنبه  1404/06/23"
"459277863,2025-09-14T17:21:45Z,1404/06/23 20:51,S.m.m,mmaa358658,twit,حمید رسایی نماینده مجلس:\n\n🔹 متن توافق با آژانس را خواندم متاسفانه جلوی اجرای مکانیسم_ماشه را نمیگیرد."
"459277860,2025-09-14T17:21:34Z,1404/06/23 20:51,ebrahimbahmani,ebrahimbahmani,twit,دلار و تتر در کانال ۹۷ تومن داره دست و پا میزنه!😂😂"
"459277856,2025-09-14T17:21:29Z,1404/06/23 20:51,مثبت فکر کن فقط,marhabaaaa,quote,سلطان هژیر چقدر ساده ای اسنپ ماشه کجا بود \nاینقدر به این خبرهای سوخته و فیک توجه نکن \nنقشها هستن و همه بازیگرن \nاین خبرهای که می بینی  و میشنوی و مانند رادیو ایران اینجا تکرار می کنی ان چیزی که فکر می کنی نیست مثبت فکر کن فقط"
"459277854,2025-09-14T17:21:26Z,1404/06/23 20:51,S.m.m,mmaa358658,twit,حمید رسایی نماینده مجلس:\n\n🔹 متن توافق با آژانس را خواندم متاسفانه جلوی اجرای مکانیسم_ماشه را نمیگیرد."
"459277849,2025-09-14T17:21:16Z,1404/06/23 20:51,ساسان الف,zohreh44,twit,#شپدیس دستشون درد نکنه"
"459277805,2025-09-14T17:15:54Z,1404/06/23 20:45,M.e,q11111111,twit,#نوری تایم فریم هفتگی از نمای نزدیک.\nفقط زیبایی میبینم ولاغیر"
"459277784,2025-09-14T17:13:36Z,1404/06/23 20:43,منوچهر,manochehr411,twit,#وبملت دادزدیم نفروشین ۹۰۰۰تاسهم پول یک کیلوگوشت نیست حالابیاجبران کن تاوقطی سهم رونفروختین ضررنکردین فرداصف خریدهابالای ۸همت میشه"
