"459227350,2025-09-09T17:42:57Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#شپنا \nفوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227346,2025-09-09T17:42:42Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#شتران \nفوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227341,2025-09-09T17:42:31Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#خساپا \nفوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227337,2025-09-09T17:42:21Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#خودرو \nفوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227334,2025-09-09T17:42:09Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#شستا فوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227330,2025-09-09T17:42:00Z,1404/06/18 21:12,عباداله محمدی,kernoosh,twit,#ذوب فوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227326,2025-09-09T17:41:50Z,1404/06/18 21:11,عباداله محمدی,kernoosh,twit,#فملی \nفوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227323,2025-09-09T17:41:29Z,1404/06/18 21:11,میترا,34efdg,twit,#خودرو ⭕️⭕️🇮🇷نورمن خبرنگار وال استریت ژورنال:\n\nایران و آژانس در قاهره به توافق رسیدند"
"459227318,2025-09-09T17:41:27Z,1404/06/18 21:11,عباداله محمدی,kernoosh,twit,#فولاد فوری\n\nلارنس نورمن خبرنگار وال استریت ژورنال: ایران و آژانس توافق کردند."
"459227313,2025-09-09T17:41:27Z,1404/06/18 21:11,فرجام 538,mkaviani90,twit,#سپاها : قیمت سهم سپاها از 10 خرداد 1404 وارد روند نزولی شده است ....این روند نزولی از تاریخ 3 شهریور تا اکنون دچار اختلال شده و تبدیل به حرکت رنج ( خنثی ) شده است ( بیضی بنفش رنگ )  . از تاریخ 9 شهریور ورود پول حقیقی به سهم شروع شده و تا امروز 15.9 میلیارد تومان ورود پول حقیقی به سهم را شاهد بوده ایم .... نتیجه اینکه بازیگران بزرگ سهم مشغول تجهیز خودشان هستند !! منتظر شروع حرکت صعودی قیمت سهم باشید ...... بزودی ! .... شایان ذکر است که سپاها دارای وضعیت بنیادی بسیار خوبی است ."
