"459212517,2025-09-08T16:21:01Z,1404/06/17 19:51,محمدباقر,mbzeinali57,quote,قطعا وضعیت اکنون خواست سیستم بوده. هیچ اتفاقی نبوده."
"459212492,2025-09-08T16:20:17Z,1404/06/17 19:50,محمدباقر,mbzeinali57,quote,سهام بزرگ ملاک نباشه ، اکثر نمادها خریدار ندارد. توی مثبت فروشنده داره، ولی کسی نمیخره. حجم نمیخوره اصلا"
"459212479,2025-09-08T16:18:14Z,1404/06/17 19:48,ali135201,alitahora,twit,#فسوژ \nنمودار روزانه نماد فسوژ\nسه تا کندل روزانه اخر یک ناحیه بیس (base) يا رنج ساخته كه مانع از ادامه روند صعودی گردیده همین سه تا کندل حجم معاملاتش بالغ بر 14 میلیون گردیده و قیمت بالایش نزدیک مقاومت ابر کومو می باشد \nبا شکست مقاومت روند صعودی خوبی شکل خواهد گرفت\nضمنا باشکست قیمت 3991 ریال یه چنج اف کارکتر یا تغییر ساختار هم شکل خواهد گرفت"
"459212473,2025-09-08T16:17:40Z,1404/06/17 19:47,DPN,noredinrahimi,twit,#شاخص_بورس ...فردا یه ۵۰ هزار تای دیگه رو شاخدشاخصه...خخخخ"
"459212467,2025-09-08T16:17:29Z,1404/06/17 19:47,ali135201,alitahora,twit,#فسوژ \nنمودار هفتگی نماد فسوژ \nبا یه کندل هفتگی ستجاقک که دم بلندی داره بدنه اش به خط فلت کیجونسن خط قرمز چسبیده\nمونده فقط خط فلت کیجونسن هفتگی رو بشکنه و قیمت بره بالای این خط"
"459212462,2025-09-08T16:17:01Z,1404/06/17 19:47,DPN,noredinrahimi,quote,اون ۷۵ همت سهامشونو مفت فروختند ،..به دولت ..\nخخخخخ"
"459212052,2025-09-08T15:00:47Z,1404/06/17 18:30,داود,market1,retwit,#شاخص_بورس رافائل گروسی در نشست شورای حکام  اعلام کرد که گفتگوها با مقامات ایرانی پیشرفت قابل توجهی داشته و امیدوار است که در روزهای آینده ، توافق نهایی بر سر برنامه هسته ای ایران حاصل شود .🌺"
"459212430,2025-09-08T16:13:16Z,1404/06/17 19:43,بهزاد,m09m,quote,# تپکو\nمن نمی‌دونم مشکلت با من چیه تازه بودن اکانت یه دلیل بیشتر نداره مسدود شدن اکانت قبلی حالا هزار تا بهزادم بیان نوسان بگیرن چیزی از واقعیت کم نمی‌شه ۲ میلیارد و ۶۵۰ میلیون حجم در یک کندل ماهانه شما تو کل سابقه سهم قبل از سال ۹۷ یه کندل به من نشون بده که همچین حجمی زده باشه شما با توهم نوسان‌گیری از سهم جا موندید برادر"
"459212418,2025-09-08T16:10:34Z,1404/06/17 19:40,ناندارو,nandaro1400,twit,#شاخص_بورس راویان اخبار و ناقلان آثار و طوطیان شکرشکن شیرین گفتار، چنین نقل کرده اند که روزگاراني در بورس ايران ....... خلاني بودند  و .......خل تر از آنان كساني بودند كه هر روز در سهامياب توييت ميزدند و .....شعر سرايش ميكردند"
"459212403,2025-09-08T16:09:37Z,1404/06/17 19:39,امیر فاند تکنیکالی پور تحلیلیانی,amir0370443284,twit,#شاخص_بورس فلذا بزرگوار ندرت غاز دلار و طلا خریده ‌و مقداری نماد و صندوق طلایی دارد و هر روز توئیت می‌زند که جنگ می‌شود و آرماگدون شده است و آخر الزمان است و...!\nبزرگوار کوتاه بیا...\nنصف دنیا اتم بخورد و بمباران شود و میلیون ها نفر کشته شوند تا شما دلار و طلایتان بالا رود؟!\nفلذا تویی که دنبال جنگی تا ژست راکفلر بگیری و بگویی از اقتصاد سر در می‌آوری و دلار و طلایی را بالاتر بفروشی چه تضمینی داری که در همان جنگ زنده بمانی؟!!!!"
