"459226979,2025-09-09T17:09:00Z,1404/06/18 20:39,بهزاد مسلمی,behzadengin2000,twit,#کرمان شنبه بفروشید من میخوام بخرم تقاطع موینگ اوریج خورده صف فروش لطفا"
"459226972,2025-09-09T17:07:13Z,1404/06/18 20:37,Behrouz71,behrouz71,quote,شما چرا ناراحتی تازه در آینده باید تاوان القادیسه رو هم پس بدن اینا."
"459226965,2025-09-09T17:06:12Z,1404/06/18 20:36,سهامدار,fun9990,twit,#شاخص_بورس \nما در بدترین برهه های تاریخ ایران به دنیا اومدیم، \nجنگ، سیستم غلط اداری کشور و عدم امکان کسب و کار  جوانان، بیکاری چندین میلیون جوان.\nاما باید به جلو حرکت کنیم و کشورمون رو بسازیم،\nما نسل بسیار مقاومی هستیم تقریبا هیچ چیزی در ما اثر نداره. بورس رو خواهیم ساخت یا راهی خواهیم یافت یا راهی خواهیم ساخت."
"459182782,2025-09-06T14:19:46Z,1404/06/15 17:49,Shaggayegh_latina,salir65,retwit,#شاخص_بورس دیدید بردن بالا که خالی کنن ، حالا باز همون پایین میارن که بخرن و عده ای سر کیسه بشن\n\nچرا رنگ سبز اینقدر گول زنکه، دیگه چند بار باید گزیده بشید\n\nمتاسفانه نمیزارن مسئولین کار درست رو انجام بدن ، همش چوب میکنن لای چرخ اقتصاد\n\nخدایا چقدر نظااام ما بدخواه داره ، انشالله این بد خواهان دور بشن از مملکت ما"
"458875393,2025-08-13T18:13:38Z,1404/05/22 21:43,محمدباقر,mbzeinali57,retwit,#شاخص_بورس \nبه نظر میاد فشار فروش از شنبه بیشتر هم خواهد شد.\nداره به اتفاقاتی میافته، نمودار طلا و دلار نشانه عدم آرامش هست."
"444338170,2023-10-08T06:02:02Z,1402/07/16 09:32,محمدباقر,mbzeinali57,retwit,#شاخص_بورس\nانگار اصلاح اصلی تازه شروع شده\nالبته برای حکو مت هیچی مهم نیست، سرمایه مردم، جون آدمها\nمعلوم بود که حمایت نخواهد شد و فشار فروش بیشتر هم میشه\nامیدوارم خدا جواب این خدانشناس ها رو بزاره کف دستشون"
"459226935,2025-09-09T17:03:13Z,1404/06/18 20:33,مصطفی,mrmostafaaa,pull,#شاخص_بورس #نظرسنجی بعد از نابودی سران ح ماس به نظر شما چی میشه؟"
"459226929,2025-09-09T17:02:04Z,1404/06/18 20:32,mahdi,mahdi8145,twit,#شاخص_بورس \n\nمجتهدِ در سهامیاب:\n."
"459226926,2025-09-09T17:01:47Z,1404/06/18 20:31,منصف,rostam2025,twit,#کماسه نیت فقط درآوردن سهام از چنگ حقیقی هاست"
"459226922,2025-09-09T17:01:43Z,1404/06/18 20:31,سعید,sa110000000,twit,#خساپا دولت  و مجلس میخواد تا اسفند ماه قیمت سهم پنج برابر بشه تا با قیمت واقعی برابر بشه هر ماه صد در صد سود..خخخخ برای سهم"
